pid,process_type,priority,arrival_time,cpu_burst,io_frequency,memory_mb,num_threads
1926,interactive,3,368,3,0.44,297,1
1927,io_bound,4,368,2,0.7,66,1
1928,mixed,15,369,15,0.44,809,5
1929,io_bound,3,369,6,0.74,191,1
1930,interactive,2,369,2,0.55,340,3
1931,mixed,10,370,8,0.56,717,8
1932,cpu_bound,18,371,25,0.11,1719,7
1933,interactive,1,372,2,0.5,374,4
1934,io_bound,1,372,5,0.86,141,2
1935,interactive,5,373,3,0.67,142,3
1936,interactive,5,373,1,0.57,500,3
1937,cpu_bound,18,373,27,0.16,1474,15
1938,interactive,4,373,4,0.59,346,2
1939,interactive,2,374,1,0.57,247,3
1940,io_bound,1,374,4,0.89,162,2
1941,mixed,10,375,13,0.53,935,6
1942,cpu_bound,10,375,48,0.06,1518,5
1943,mixed,12,375,11,0.47,985,6
1944,io_bound,6,376,1,0.93,110,4
1945,io_bound,3,377,8,0.83,111,2
1946,io_bound,4,378,3,0.67,136,3
1947,io_bound,3,378,4,0.93,189,4
1948,io_bound,5,378,8,0.91,55,2
1949,cpu_bound,19,378,36,0.05,1043,6
1950,mixed,7,378,24,0.56,770,7
1951,mixed,6,379,9,0.42,595,4
1952,io_bound,3,380,2,0.67,237,4
1953,mixed,11,380,7,0.38,757,2
1954,io_bound,6,381,5,0.91,98,3
1955,cpu_bound,20,381,31,0.18,1696,6
1956,io_bound,8,382,1,0.92,178,2
1957,cpu_bound,12,382,34,0.09,1328,5
1958,mixed,7,382,13,0.33,869,8
1959,io_bound,7,382,6,0.78,89,2
1960,interactive,3,382,1,0.43,395,3
1961,cpu_bound,15,384,20,0.09,1881,7
1962,cpu_bound,18,384,28,0.14,1385,8
1963,mixed,9,385,24,0.37,883,4
1964,cpu_bound,13,385,55,0.15,675,11
1965,cpu_bound,19,387,20,0.06,1921,5
1966,mixed,9,387,24,0.43,825,7
1967,io_bound,6,388,6,0.82,50,4
1968,mixed,6,388,21,0.32,479,3
1969,mixed,10,388,22,0.45,804,2
1970,io_bound,8,389,2,0.76,223,3
1971,io_bound,9,389,3,0.94,49,1
1972,cpu_bound,20,390,50,0.14,1867,8
1973,interactive,3,392,5,0.44,266,1
1974,interactive,5,392,4,0.56,154,1
1975,interactive,4,392,3,0.69,135,1
1976,cpu_bound,14,393,14,0.14,1572,6
1977,mixed,11,393,15,0.36,644,8
1978,cpu_bound,18,394,44,0.07,1058,5
1979,io_bound,5,395,9,0.81,248,1
1980,cpu_bound,19,395,29,0.06,1876,15
1981,io_bound,9,395,2,0.78,129,2
1982,interactive,2,395,4,0.47,138,2
1983,io_bound,8,395,1,0.93,102,4
1984,io_bound,8,396,2,0.69,208,3
1985,cpu_bound,14,396,44,0.15,1889,6
1986,mixed,10,398,8,0.3,801,5
1987,io_bound,8,399,4,0.89,126,3
1988,cpu_bound,10,399,34,0.12,779,7
1989,interactive,1,399,4,0.54,177,2
1990,mixed,13,399,10,0.57,561,3
1991,interactive,2,399,4,0.83,429,3
1992,mixed,8,399,17,0.58,611,8
1993,mixed,15,400,13,0.56,630,2
1994,mixed,12,400,17,0.41,602,8
1995,interactive,4,400,4,0.45,173,1
1996,mixed,14,401,22,0.39,894,8
1997,io_bound,1,401,6,0.84,232,4
1998,mixed,15,401,23,0.51,607,4
1999,cpu_bound,20,402,27,0.19,1109,12
2000,interactive,2,402,2,0.83,413,2
2001,mixed,7,402,24,0.47,801,7
2002,mixed,6,403,13,0.48,233,7
2003,interactive,4,404,2,0.74,176,3
2004,interactive,4,405,1,0.69,307,4
2005,mixed,8,405,7,0.47,467,8
2006,cpu_bound,19,405,35,0.17,1588,9
2007,io_bound,9,405,1,0.85,214,4
2008,io_bound,3,405,7,0.72,76,2
2009,interactive,3,406,3,0.47,490,3
2010,interactive,2,406,2,0.61,194,4
2011,io_bound,7,406,1,0.91,97,1
2012,cpu_bound,15,406,34,0.06,1521,15
2013,io_bound,9,407,5,0.91,32,4
2014,io_bound,5,408,2,0.73,121,1
2015,cpu_bound,10,408,19,0.07,1514,11
2016,interactive,1,409,2,0.65,115,3
2017,mixed,6,409,12,0.34,564,3
2018,mixed,5,409,11,0.55,233,6
2019,io_bound,7,410,4,0.8,139,2
2020,cpu_bound,16,410,26,0.12,1648,12
2021,interactive,2,411,1,0.52,118,2
2022,cpu_bound,15,411,47,0.2,1124,14
2023,io_bound,5,411,3,0.7,225,1
2024,cpu_bound,14,411,51,0.09,1524,10
2025,cpu_bound,18,412,23,0.09,1226,5
2026,interactive,4,412,4,0.73,362,2
2027,io_bound,4,412,6,0.93,188,1
2028,cpu_bound,17,413,28,0.16,999,6
2029,mixed,13,414,10,0.46,719,5
2030,io_bound,7,416,1,0.72,70,2
2031,mixed,11,417,21,0.41,286,5
2032,cpu_bound,14,417,44,0.2,545,14
2033,mixed,5,418,4,0.54,377,3
2034,cpu_bound,15,419,54,0.1,722,10
2035,cpu_bound,18,420,41,0.2,1785,13
2036,cpu_bound,20,420,48,0.18,803,6
2037,mixed,6,420,12,0.32,261,5
2038,io_bound,6,420,5,0.92,241,1
2039,io_bound,4,421,1,0.82,236,4
2040,cpu_bound,11,421,31,0.05,1899,6
2041,io_bound,7,421,4,0.69,156,1
2042,io_bound,5,422,4,0.85,86,2
2043,interactive,5,422,3,0.41,326,2
2044,mixed,12,424,26,0.32,383,8
2045,io_bound,6,424,2,0.91,113,3
2046,interactive,2,424,3,0.44,427,4
2047,io_bound,1,424,3,0.92,168,2
2048,io_bound,2,424,6,0.87,67,1
2049,io_bound,9,425,2,0.7,56,4
2050,io_bound,6,425,6,0.94,102,2
2051,cpu_bound,13,426,40,0.06,767,12
2052,io_bound,3,427,2,0.91,250,3
2053,mixed,6,430,29,0.54,792,7
2054,cpu_bound,18,430,23,0.19,1112,14
2055,mixed,12,431,12,0.43,369,8
2056,mixed,10,431,18,0.42,776,5
2057,interactive,2,431,4,0.72,210,2
2058,mixed,14,431,15,0.39,464,3
2059,mixed,7,432,9,0.38,908,4
2060,interactive,1,432,1,0.7,292,2
2061,cpu_bound,12,432,52,0.18,1814,16
2062,mixed,8,432,5,0.55,467,4
2063,io_bound,3,433,5,0.75,221,4
2064,interactive,5,433,2,0.43,444,3
2065,mixed,7,433,21,0.53,609,7
2066,io_bound,8,434,7,0.86,137,3
2067,mixed,10,434,19,0.49,540,4
2068,interactive,5,435,4,0.4,460,1
2069,mixed,7,435,26,0.59,419,4
2070,mixed,15,436,6,0.49,395,6
2071,cpu_bound,14,437,19,0.08,1620,4
2072,mixed,7,437,11,0.44,237,7
2073,interactive,1,438,4,0.53,106,2
2074,interactive,2,439,5,0.41,75,2
2075,cpu_bound,16,439,44,0.16,796,4
2076,io_bound,3,439,7,0.75,227,4
2077,io_bound,7,439,5,0.77,145,4
2078,mixed,9,440,21,0.51,593,5
2079,interactive,2,441,1,0.76,128,1
2080,cpu_bound,10,441,56,0.07,1173,15
2081,mixed,12,441,24,0.4,327,8
2082,mixed,15,442,21,0.59,322,4
2083,interactive,3,442,5,0.47,70,3
2084,interactive,5,443,4,0.81,92,1
2085,io_bound,7,444,1,0.82,169,4
2086,cpu_bound,14,445,49,0.05,1531,11
2087,interactive,2,446,4,0.61,181,4
2088,cpu_bound,10,446,28,0.1,875,10
2089,cpu_bound,16,447,23,0.11,1139,15
2090,cpu_bound,19,450,32,0.16,1915,10
2091,mixed,5,451,21,0.57,497,5
2092,cpu_bound,14,451,45,0.12,1658,10
2093,io_bound,3,452,1,0.77,210,4
2094,io_bound,1,452,4,0.94,167,1
2095,io_bound,3,453,6,0.68,129,2
2096,mixed,15,454,23,0.44,588,7
2097,mixed,8,455,11,0.43,553,8
2098,io_bound,5,455,9,0.71,68,4
2099,mixed,5,455,27,0.53,565,8
2100,mixed,6,456,11,0.48,728,3
2101,mixed,11,456,13,0.58,615,7
2102,cpu_bound,10,456,53,0.14,1482,13
2103,cpu_bound,11,456,33,0.15,1423,15
2104,cpu_bound,11,456,29,0.12,892,7
2105,io_bound,3,457,2,0.81,75,1
2106,cpu_bound,14,457,39,0.07,1452,13
2107,cpu_bound,13,458,38,0.09,672,10
2108,io_bound,5,459,2,0.84,54,3
2109,io_bound,9,460,8,0.94,57,3
2110,mixed,14,461,26,0.43,407,3
2111,mixed,14,461,17,0.31,1012,2
2112,cpu_bound,17,461,41,0.19,1489,8
2113,io_bound,7,462,3,0.88,210,2
2114,io_bound,5,463,5,0.82,42,1
2115,cpu_bound,12,464,22,0.13,1705,16
2116,interactive,2,464,3,0.54,88,2
2117,mixed,13,464,17,0.42,699,2
2118,mixed,9,464,22,0.46,918,7
2119,interactive,2,464,4,0.57,492,4
2120,io_bound,8,465,4,0.74,133,3
2121,io_bound,10,465,5,0.89,221,2
2122,interactive,3,466,4,0.73,449,1
2123,io_bound,10,466,2,0.93,54,1
2124,cpu_bound,14,468,36,0.14,1550,12
2125,cpu_bound,16,468,18,0.19,1332,13
2126,io_bound,10,469,2,0.87,180,4
2127,interactive,4,471,1,0.6,500,4
2128,mixed,15,471,5,0.59,748,2
2129,mixed,8,473,9,0.38,711,6
2130,interactive,2,474,2,0.51,85,3
2131,io_bound,1,474,9,0.93,232,2
2132,mixed,10,475,24,0.57,908,2
2133,interactive,4,475,2,0.73,74,4
2134,io_bound,10,475,2,0.67,246,2
2135,io_bound,6,476,7,0.7,86,3
2136,mixed,12,476,18,0.32,941,8
2137,mixed,13,477,24,0.36,922,4
2138,interactive,4,479,1,0.66,406,4
2139,io_bound,2,480,5,0.9,226,3
2140,cpu_bound,18,480,41,0.14,822,5
2141,cpu_bound,10,481,27,0.2,1145,16
2142,cpu_bound,13,482,25,0.12,965,15
2143,cpu_bound,20,483,43,0.11,544,7
2144,mixed,11,485,21,0.44,457,8
2145,mixed,6,486,12,0.52,939,5
2146,io_bound,1,486,7,0.83,124,3
2147,cpu_bound,20,487,22,0.07,1600,8
2148,interactive,1,488,3,0.84,401,4
2149,cpu_bound,16,488,26,0.1,1691,5
2150,interactive,2,488,4,0.58,220,4
2151,mixed,13,488,18,0.52,742,3
2152,io_bound,1,488,5,0.83,183,1
2153,mixed,12,491,22,0.36,319,6
2154,io_bound,2,493,7,0.67,88,3
2155,interactive,2,494,1,0.45,83,2
2156,mixed,11,494,9,0.51,756,5
2157,io_bound,9,495,9,0.7,47,4
2158,io_bound,6,495,6,0.78,142,2
2159,interactive,2,495,1,0.82,128,1
2160,cpu_bound,20,496,34,0.16,1292,9
2161,mixed,12,496,10,0.53,147,8
2162,io_bound,2,497,1,0.67,218,3
2163,mixed,15,497,12,0.45,275,6
2164,mixed,6,499,15,0.45,181,3
2165,mixed,7,499,23,0.39,872,4
2166,mixed,6,501,6,0.5,543,4
2167,cpu_bound,12,501,32,0.16,1405,5
2168,cpu_bound,18,502,38,0.11,1431,13
2169,cpu_bound,20,502,51,0.2,699,15
2170,cpu_bound,19,502,24,0.17,1314,4
2171,cpu_bound,17,502,41,0.19,737,4
2172,mixed,15,502,20,0.4,671,7
2173,mixed,10,503,25,0.34,684,6
2174,cpu_bound,15,504,29,0.08,540,15
2175,cpu_bound,17,504,44,0.05,835,11
2176,cpu_bound,12,504,33,0.06,1448,5
2177,mixed,12,506,10,0.34,891,2
2178,io_bound,1,506,1,0.72,157,4
2179,cpu_bound,14,507,25,0.14,1710,12
2180,io_bound,1,507,3,0.73,204,1
2181,interactive,2,507,3,0.52,273,1
2182,interactive,1,509,1,0.44,373,2
2183,cpu_bound,17,509,40,0.08,1759,8
2184,interactive,1,511,2,0.76,305,3
2185,cpu_bound,12,511,31,0.15,679,11
2186,io_bound,5,511,4,0.86,155,1
2187,cpu_bound,20,511,25,0.17,1135,13
2188,cpu_bound,19,511,35,0.05,531,16
2189,cpu_bound,12,512,32,0.16,1164,10
2190,io_bound,3,512,1,0.69,55,2
2191,io_bound,10,513,5,0.71,65,3
2192,mixed,15,513,26,0.53,453,8
2193,cpu_bound,12,515,43,0.1,1472,12
2194,interactive,4,515,1,0.63,476,1
2195,io_bound,5,517,3,0.94,232,4
2196,mixed,5,517,14,0.37,320,5
2197,cpu_bound,14,520,49,0.06,1186,15
2198,interactive,3,520,2,0.44,191,3
2199,io_bound,4,523,5,0.68,97,2
2200,cpu_bound,15,523,21,0.17,1575,11
2201,cpu_bound,16,523,24,0.14,1178,9
2202,mixed,6,524,7,0.53,352,3
2203,interactive,3,524,5,0.56,296,3
2204,io_bound,2,524,8,0.87,199,2
2205,mixed,9,524,25,0.57,1001,7
2206,io_bound,10,524,5,0.8,75,2
2207,cpu_bound,12,525,33,0.06,1172,13
2208,mixed,11,525,29,0.36,666,7
2209,mixed,12,525,22,0.56,237,2
2210,cpu_bound,13,526,43,0.18,1740,10
2211,cpu_bound,11,526,30,0.1,2019,9
2212,io_bound,5,527,7,0.75,179,2
2213,mixed,13,527,17,0.38,771,6
2214,cpu_bound,18,528,28,0.05,1913,7
2215,interactive,5,528,4,0.5,466,4
2216,cpu_bound,13,529,31,0.15,1395,11
2217,mixed,5,529,5,0.32,491,5
2218,cpu_bound,17,529,36,0.09,1747,11
2219,io_bound,1,530,2,0.92,158,2
2220,mixed,10,530,15,0.34,587,6
2221,io_bound,7,531,4,0.85,212,1
2222,io_bound,7,534,2,0.74,132,2
2223,cpu_bound,20,535,27,0.19,1244,7
2224,interactive,5,536,1,0.76,364,3
2225,io_bound,7,538,6,0.87,56,1
2226,cpu_bound,11,539,30,0.07,1825,14
2227,mixed,13,539,21,0.43,839,8
2228,io_bound,6,539,3,0.73,175,3
2229,cpu_bound,14,540,27,0.13,1922,5
2230,io_bound,5,541,6,0.93,72,3
2231,mixed,7,543,20,0.46,370,4
2232,mixed,11,543,15,0.31,384,2
2233,cpu_bound,20,543,35,0.1,1099,9
2234,interactive,2,543,5,0.67,471,3
2235,mixed,14,544,24,0.51,851,2
2236,cpu_bound,13,545,25,0.07,1506,11
2237,io_bound,9,545,6,0.67,70,2
2238,io_bound,10,546,1,0.93,215,2
2239,mixed,7,547,11,0.45,897,7
2240,io_bound,8,548,1,0.73,252,1
2241,cpu_bound,17,548,33,0.08,1276,6
2242,cpu_bound,14,549,43,0.1,1497,15
2243,mixed,15,549,23,0.47,902,6
2244,cpu_bound,14,551,25,0.19,1490,5
2245,mixed,13,552,29,0.36,532,7
2246,cpu_bound,10,553,28,0.14,1004,13
2247,cpu_bound,19,553,41,0.13,912,8
2248,cpu_bound,16,554,34,0.11,1508,16
2249,mixed,7,556,14,0.44,245,6
2250,io_bound,1,557,3,0.82,183,2
2251,cpu_bound,16,557,46,0.16,1559,13
2252,mixed,7,557,26,0.59,895,6
2253,io_bound,6,560,5,0.88,125,1
2254,cpu_bound,13,560,21,0.1,718,4
2255,interactive,3,561,2,0.8,286,4
2256,io_bound,2,561,5,0.85,109,3
2257,io_bound,10,563,7,0.65,67,4
2258,io_bound,3,564,6,0.68,107,3
2259,interactive,4,565,3,0.7,199,1
2260,io_bound,6,566,5,0.71,194,3
2261,mixed,12,568,25,0.57,889,8
2262,io_bound,1,568,6,0.92,225,3
2263,mixed,8,570,18,0.4,643,6
2264,interactive,1,572,5,0.79,455,4
2265,interactive,3,574,3,0.82,433,3
2266,io_bound,8,575,4,0.77,111,3
2267,io_bound,10,575,2,0.87,218,3
2268,mixed,7,577,17,0.44,946,8
2269,cpu_bound,11,578,42,0.06,709,15
2270,mixed,14,580,17,0.5,983,2
2271,io_bound,8,580,3,0.84,239,4
2272,cpu_bound,16,581,45,0.08,726,9
2273,cpu_bound,20,582,31,0.16,1862,14
2274,mixed,13,589,24,0.31,198,3
2275,cpu_bound,19,591,50,0.17,707,13
2276,mixed,11,591,16,0.58,380,8
2277,cpu_bound,17,592,28,0.2,1468,11
2278,interactive,3,594,5,0.67,377,2
2279,cpu_bound,20,596,24,0.19,652,9
2280,io_bound,10,597,6,0.71,58,1
2281,io_bound,1,597,1,0.67,224,1
2282,mixed,13,598,18,0.6,1010,5
2283,interactive,3,600,4,0.84,504,1
2284,mixed,12,600,23,0.42,209,6
2285,cpu_bound,10,600,30,0.1,1626,8
2286,interactive,3,600,1,0.73,229,1
2287,mixed,10,601,19,0.35,700,7
2288,cpu_bound,18,601,51,0.2,1850,13
2289,io_bound,1,603,1,0.95,240,3
2290,mixed,5,604,22,0.48,801,8
2291,mixed,14,604,18,0.58,713,6
2292,io_bound,3,608,7,0.87,172,1
2293,cpu_bound,12,610,26,0.18,1248,16
2294,io_bound,1,611,5,0.94,173,3
2295,cpu_bound,20,611,29,0.15,1465,11
2296,io_bound,1,612,5,0.81,62,3
2297,io_bound,5,614,5,0.88,157,4
2298,io_bound,1,615,1,0.87,234,3
2299,io_bound,6,616,2,0.9,57,1
2300,mixed,14,620,14,0.47,323,5
2301,cpu_bound,14,623,23,0.07,778,5
2302,mixed,6,623,18,0.54,274,8
2303,interactive,5,625,3,0.62,230,4
2304,interactive,4,628,3,0.48,447,1
2305,mixed,9,629,14,0.43,827,2
2306,interactive,4,630,1,0.8,154,1
2307,mixed,6,633,24,0.33,450,5
2308,interactive,5,633,3,0.61,103,3
2309,interactive,3,634,2,0.71,356,4
2310,cpu_bound,16,634,37,0.14,817,5
2311,io_bound,10,635,1,0.68,210,1
2312,mixed,9,639,16,0.53,849,3
2313,cpu_bound,15,639,43,0.09,1901,14
2314,io_bound,1,639,8,0.8,203,4
2315,io_bound,9,639,1,0.87,95,2
2316,cpu_bound,13,645,23,0.16,1527,13
2317,cpu_bound,16,646,38,0.12,1011,6
2318,io_bound,2,649,4,0.75,145,3
2319,io_bound,8,652,1,0.87,67,1
2320,cpu_bound,13,652,29,0.13,514,14
2321,interactive,3,654,2,0.85,314,3
2322,mixed,13,654,18,0.44,712,7
2323,io_bound,3,654,2,0.81,49,3
2324,mixed,12,658,26,0.44,973,7
2325,io_bound,7,658,4,0.88,137,4
2326,mixed,12,658,23,0.4,215,4
2327,interactive,4,659,2,0.82,344,4
2328,io_bound,6,660,8,0.94,211,1
2329,mixed,11,661,17,0.36,588,8
2330,mixed,11,661,26,0.54,356,4
2331,cpu_bound,11,662,45,0.1,1145,7
2332,io_bound,1,663,1,0.79,176,1
2333,mixed,11,666,18,0.31,974,2
2334,mixed,12,667,15,0.53,664,4
2335,io_bound,9,671,5,0.9,178,4
2336,interactive,1,674,2,0.48,137,4
2337,mixed,12,674,16,0.4,645,3
2338,io_bound,8,674,1,0.8,207,1
2339,cpu_bound,18,674,30,0.17,1187,16
2340,io_bound,6,675,5,0.74,41,1
2341,interactive,3,680,4,0.83,475,2
2342,io_bound,6,681,6,0.83,94,3
2343,interactive,2,682,2,0.53,155,1
2344,mixed,13,682,20,0.52,437,4
2345,io_bound,9,685,5,0.77,65,3
2346,io_bound,6,686,1,0.91,224,4
2347,mixed,8,687,24,0.33,865,5
2348,io_bound,6,688,8,0.92,160,3
2349,io_bound,3,688,9,0.81,170,3
2350,cpu_bound,17,689,42,0.19,1274,4
2351,cpu_bound,10,690,15,0.09,1485,13
2352,io_bound,9,690,4,0.67,222,3
2353,cpu_bound,10,690,43,0.16,1637,12
2354,mixed,15,692,17,0.32,940,3
2355,mixed,5,692,20,0.52,198,2
2356,io_bound,8,695,5,0.84,75,3
2357,io_bound,2,696,5,0.73,194,3
2358,interactive,1,697,3,0.56,379,4
2359,cpu_bound,13,699,28,0.13,1574,12
2360,interactive,3,703,2,0.81,292,2
2361,io_bound,8,704,3,0.94,64,3
2362,io_bound,2,705,4,0.8,119,1
2363,io_bound,9,705,1,0.73,136,3
2364,io_bound,7,706,4,0.73,109,1
2365,cpu_bound,14,707,25,0.14,1922,12
2366,mixed,9,720,19,0.35,203,4
2367,mixed,15,722,16,0.48,495,7
2368,mixed,13,723,13,0.36,461,3
2369,cpu_bound,14,723,51,0.16,1922,5
2370,io_bound,4,723,4,0.95,53,4
2371,mixed,10,724,17,0.34,637,7
2372,mixed,12,725,14,0.44,578,2
2373,mixed,11,728,17,0.36,827,5
2374,io_bound,4,731,4,0.77,96,4
2375,mixed,5,733,13,0.48,798,8
2376,mixed,6,735,10,0.55,695,3
2377,cpu_bound,19,735,42,0.19,2018,15
2378,mixed,15,735,14,0.55,975,7
2379,mixed,14,737,22,0.59,770,8
2380,cpu_bound,11,741,47,0.19,1271,5
2381,cpu_bound,15,746,41,0.2,684,12
2382,mixed,8,751,13,0.34,680,4
2383,io_bound,5,751,8,0.81,191,3
2384,mixed,14,751,11,0.39,574,3
2385,mixed,10,751,21,0.53,622,3
2386,cpu_bound,14,753,18,0.16,753,16
2387,mixed,6,756,21,0.35,500,4
2388,cpu_bound,12,760,41,0.14,1824,6
2389,mixed,8,766,23,0.41,331,3
2390,io_bound,3,766,7,0.67,225,3
2391,mixed,6,769,24,0.43,498,7
2392,io_bound,9,774,5,0.66,54,3
2393,io_bound,3,777,8,0.9,256,3
2394,io_bound,4,778,1,0.71,220,3
2395,mixed,5,781,21,0.49,790,2
2396,interactive,5,782,2,0.5,78,3
2397,mixed,8,784,24,0.4,283,2
2398,mixed,14,789,25,0.31,846,7
2399,io_bound,1,790,7,0.7,217,2
2400,mixed,7,790,18,0.55,222,5
2401,io_bound,1,792,2,0.81,140,4
2402,interactive,3,792,3,0.41,138,3
2403,io_bound,3,792,5,0.77,142,3
2404,interactive,1,797,4,0.78,256,1
2405,cpu_bound,16,803,21,0.18,1040,10
2406,io_bound,7,808,1,0.74,185,3
2407,cpu_bound,20,812,29,0.18,1290,9
2408,mixed,10,814,20,0.53,944,7
2409,cpu_bound,19,814,11,0.18,825,15
2410,interactive,2,817,1,0.49,147,4
2411,mixed,9,820,15,0.35,846,2
2412,cpu_bound,19,821,40,0.14,554,16
2413,interactive,5,822,2,0.64,440,1
2414,io_bound,2,822,6,0.81,122,2
2415,cpu_bound,13,823,27,0.15,1496,9
2416,io_bound,6,824,7,0.89,95,3
2417,cpu_bound,15,826,49,0.07,1979,7
2418,mixed,8,828,19,0.55,216,4
2419,io_bound,3,838,4,0.7,213,2
2420,cpu_bound,12,838,43,0.15,1404,14
2421,mixed,13,840,15,0.45,874,6
2422,mixed,12,842,16,0.51,503,8
2423,cpu_bound,16,844,46,0.15,659,15
2424,io_bound,8,845,3,0.86,205,3
2425,interactive,3,847,1,0.65,315,2
2426,io_bound,6,849,1,0.76,111,1
2427,cpu_bound,14,849,45,0.07,1223,8
2428,mixed,11,850,1,0.32,546,4
2429,cpu_bound,10,852,39,0.14,1502,9
2430,io_bound,6,853,3,0.8,88,2
2431,mixed,6,861,15,0.48,891,2
2432,io_bound,3,861,5,0.93,56,3
2433,io_bound,8,864,7,0.88,251,1
2434,io_bound,7,869,5,0.94,161,4
2435,cpu_bound,14,871,19,0.12,1051,7
2436,io_bound,9,871,2,0.87,63,2
2437,cpu_bound,15,872,45,0.14,1402,8
2438,cpu_bound,14,873,37,0.2,877,12
2439,cpu_bound,15,875,53,0.07,1290,5
2440,cpu_bound,10,875,31,0.15,1069,11
2441,mixed,6,885,24,0.34,134,5
2442,io_bound,5,889,1,0.74,172,3
2443,io_bound,10,899,5,0.68,165,1
2444,mixed,10,903,16,0.55,882,5
2445,mixed,8,903,9,0.59,226,8
2446,cpu_bound,14,906,47,0.18,861,4
2447,cpu_bound,14,916,36,0.05,1675,13
2448,cpu_bound,10,925,38,0.15,826,11
2449,mixed,8,932,13,0.36,518,4
2450,io_bound,1,938,3,0.78,165,2
2451,mixed,7,960,18,0.42,277,2
2452,io_bound,4,965,6,0.88,115,2
2453,io_bound,5,977,6,0.71,213,1
2454,io_bound,6,978,2,0.76,104,4
2455,mixed,12,987,26,0.44,541,8
2456,io_bound,2,993,2,0.69,134,1
2457,cpu_bound,14,994,42,0.14,1322,16
2458,io_bound,2,994,1,0.78,51,4
2459,io_bound,3,1009,6,0.86,121,4
2460,mixed,6,1014,29,0.35,135,6
2461,cpu_bound,11,1017,36,0.19,1551,5
2462,cpu_bound,16,1027,36,0.06,1823,5
2463,mixed,9,1028,25,0.59,275,4
2464,cpu_bound,10,1029,44,0.19,1561,9
2465,interactive,2,1033,1,0.73,65,1
2466,io_bound,6,1040,8,0.92,126,3
2467,cpu_bound,16,1044,28,0.1,1321,10
2468,cpu_bound,17,1044,17,0.08,710,9
2469,mixed,8,1047,11,0.55,405,6
2470,cpu_bound,12,1049,38,0.13,1655,10
2471,io_bound,5,1076,10,0.66,197,2
2472,cpu_bound,13,1078,29,0.2,1443,5
2473,mixed,7,1079,15,0.31,542,8
2474,cpu_bound,13,1083,35,0.14,526,5
2475,io_bound,10,1083,6,0.76,155,3
2476,io_bound,7,1091,8,0.79,72,3
2477,io_bound,8,1092,1,0.93,251,2
2478,io_bound,3,1106,2,0.78,33,4
2479,mixed,7,1137,12,0.52,378,5
2480,io_bound,8,1152,6,0.82,120,4
2481,mixed,5,1154,17,0.58,922,3
2482,cpu_bound,20,1158,40,0.05,1487,11
2483,mixed,12,1159,15,0.6,334,6
2484,mixed,11,1168,22,0.55,903,7
2485,mixed,14,1182,17,0.33,488,8
2486,cpu_bound,11,1211,36,0.08,1165,14
2487,interactive,5,1222,1,0.64,390,3
2488,mixed,8,1225,12,0.41,336,8
2489,mixed,14,1249,21,0.5,912,4
2490,mixed,12,1293,16,0.35,961,3
2491,io_bound,8,1317,2,0.7,88,2
2492,io_bound,3,1346,1,0.66,84,3
2493,mixed,14,1354,6,0.41,484,3
2494,interactive,4,1358,1,0.76,491,3
2495,io_bound,4,1402,6,0.85,240,2
2496,interactive,5,1415,1,0.7,442,1
2497,mixed,9,1442,5,0.5,837,3
2498,interactive,2,1511,5,0.82,255,3
2499,cpu_bound,12,1524,24,0.09,1498,7
2500,io_bound,6,1930,1,0.91,238,1
